student_id,age,gaming_hours,study_hours,sleep_hours,attendance,social_activity,device_usage,reaction_time_ms,addiction_score,stress_level,grades,gender_Male,gender_Other,gaming_genre_Fps,gaming_genre_Rpg,study_efficiency_index,sleep_deficit,digital_load
1292,21,3.63,8.37,4.57,93.08,3.74,4.99,288.6,10.49,2,82,0,0,1,0,9.796893667861411,3.43,0.7274549098196392
1293,23,7.03,8.23,7.23,90.47,4.73,10.16,241.2,15.75,0,75,1,0,0,0,9.113001215066827,0.7699999999999996,0.6919291338582677
1295,17,1.91,9.98,7.0,90.81,2.41,3.93,293.4,6.22,1,100,1,0,0,0,10.02004008016032,1.0,0.4860050890585241
1296,21,1.59,9.79,7.46,99.78,2.0,4.99,312.99,5.8,1,100,1,0,0,1,10.21450459652707,0.54,0.3186372745490982
1297,20,3.97,4.69,6.81,90.81,1.48,6.37,281.67,10.92,1,63,0,0,0,0,13.43283582089552,1.1900000000000004,0.6232339089481946
1298,20,7.2,3.25,7.91,74.06,3.19,9.3,230.29,13.36,0,35,1,0,0,1,10.76923076923077,0.0899999999999998,0.7741935483870968
1299,16,2.58,7.83,8.88,84.56,4.14,6.15,284.64,5.66,1,98,1,0,0,0,12.515964240102171,0.0,0.4195121951219512
1300,17,5.22,3.69,6.72,73.48,0.79,7.67,250.24,9.15,0,55,0,1,0,0,14.905149051490516,1.2800000000000002,0.6805736636245111
1301,23,5.67,8.26,6.08,98.8,4.91,7.07,260.14,15.41,0,92,1,0,0,0,11.138014527845035,1.92,0.8019801980198019
1302,18,6.23,5.81,8.3,96.01,3.42,10.64,247.6,11.31,0,63,1,0,1,0,10.843373493975903,0.0,0.5855263157894737
1303,18,4.51,8.15,8.85,82.7,3.9,8.44,268.76,13.63,1,98,1,0,0,1,12.024539877300612,0.0,0.5343601895734598
1304,23,3.22,3.48,4.65,91.25,4.99,5.28,277.75,8.41,1,57,1,0,1,0,16.379310344827587,3.35,0.6098484848484849
1305,23,7.74,5.57,6.89,96.39,2.52,11.65,241.7,15.68,0,43,0,0,1,0,7.719928186714542,1.1100000000000003,0.6643776824034334
1306,17,4.89,6.08,7.96,69.74,0.36,10.67,246.43,10.13,1,67,0,0,0,0,11.019736842105264,0.04,0.458294283036551
1307,23,5.83,9.49,6.67,83.18,3.95,11.61,257.86,14.47,0,94,0,0,1,0,9.905163329820864,1.33,0.5021533161068045
1308,16,2.76,3.4,6.05,79.27,4.35,6.42,296.7,6.9,1,56,1,0,1,0,16.47058823529412,1.95,0.4299065420560747
1309,21,5.36,9.43,7.28,90.86,0.81,6.85,252.51,12.26,0,90,0,0,1,0,9.544008483563095,0.7199999999999998,0.7824817518248176
1310,23,2.06,8.24,5.35,75.16,0.12,5.35,280.78,1.37,2,90,1,0,1,0,10.92233009708738,2.6500000000000004,0.3850467289719626
1311,18,1.96,7.58,5.75,88.36,0.68,3.09,300.31,4.11,2,92,1,0,1,0,12.137203166226913,2.25,0.6343042071197411
1312,23,5.72,8.08,8.96,76.12,1.62,8.8,263.32,11.23,0,99,1,0,1,0,12.252475247524751,0.0,0.6499999999999999
1313,16,4.17,6.45,7.18,64.44,4.62,9.72,287.68,13.67,1,69,1,0,1,0,10.69767441860465,0.8200000000000003,0.4290123456790123
1314,24,5.47,3.2,8.36,64.28,0.01,8.81,260.93,13.43,0,52,1,0,0,1,16.25,0.0,0.6208853575482406
1315,24,2.16,2.71,8.04,64.76,4.02,5.91,287.94,5.18,1,66,1,0,1,0,24.354243542435423,0.0,0.3654822335025381
1316,20,4.79,8.8,7.26,61.3,4.27,6.58,269.45,13.32,1,75,0,1,0,0,8.522727272727272,0.7400000000000002,0.7279635258358662
1317,19,3.55,7.53,8.2,81.32,4.06,4.63,282.41,6.77,1,90,1,0,0,0,11.95219123505976,0.0,0.7667386609071274
1318,21,4.78,2.92,5.44,86.88,0.41,10.75,265.86,12.34,1,37,1,0,1,0,12.67123287671233,2.56,0.4446511627906977
1319,22,2.33,6.54,7.19,65.07,3.4,5.02,283.19,6.55,1,78,1,0,1,0,11.926605504587156,0.8099999999999996,0.4641434262948207
1320,20,5.72,5.03,6.95,84.47,4.77,8.12,257.34,14.46,0,49,0,0,1,0,9.74155069582505,1.0499999999999998,0.7044334975369458
1321,24,6.45,2.43,7.11,83.91,0.6,10.31,247.3,14.85,0,44,1,0,0,0,18.10699588477366,0.8899999999999997,0.6256062075654704
1322,18,2.08,5.79,4.84,65.88,0.16,6.81,319.32,9.37,1,69,0,0,0,1,11.917098445595856,3.16,0.3054331864904552
1323,22,2.4,3.53,5.39,76.16,4.37,4.66,292.08,5.13,1,61,0,1,0,1,17.28045325779037,2.6100000000000003,0.5150214592274678
1324,20,5.29,1.87,5.43,90.21,3.22,8.91,273.47,10.43,0,27,1,0,0,0,14.43850267379679,2.5700000000000003,0.5937149270482603
1325,22,5.56,5.2,7.01,60.67,3.23,8.22,267.19,15.64,0,50,1,0,0,0,9.615384615384617,0.9900000000000002,0.6763990267639902
1326,17,5.63,6.31,8.86,65.88,4.82,9.03,252.94,12.33,0,71,1,0,0,0,11.251980982567352,0.0,0.6234772978959026
1327,19,5.46,1.42,8.77,99.83,3.85,7.27,266.85,13.01,0,50,0,0,0,0,35.21126760563381,0.0,0.751031636863824
1328,17,3.14,4.62,5.14,89.34,1.99,6.69,274.49,9.59,1,57,1,0,0,0,12.337662337662335,2.8600000000000003,0.4693572496263079
1329,22,3.16,3.32,5.52,78.57,2.18,4.4,280.16,11.11,1,47,1,0,0,0,14.156626506024097,2.4800000000000004,0.7181818181818181
1330,17,2.04,1.28,4.18,85.19,0.72,7.24,290.16,6.09,1,53,1,0,1,0,41.40625,3.82,0.281767955801105
1331,16,1.25,2.13,5.99,93.85,1.52,5.39,303.42,5.63,1,74,0,0,0,0,34.74178403755869,2.01,0.2319109461966605
1332,24,5.54,2.25,8.17,93.69,2.23,11.25,233.48,12.37,0,50,1,0,0,0,22.22222222222222,0.0,0.4924444444444444
1333,16,0.75,2.65,8.58,72.99,1.31,4.75,328.99,2.54,1,71,1,0,1,0,26.79245283018868,0.0,0.1578947368421052
1334,23,7.5,8.23,5.18,79.65,4.58,9.41,226.95,14.44,2,61,0,0,0,1,7.41190765492102,2.8200000000000003,0.7970244420828906
1335,17,6.61,4.96,5.33,85.52,0.06,10.03,248.55,16.62,0,36,0,0,0,1,7.258064516129032,2.67,0.6590229312063809
1336,23,6.86,2.32,5.1,62.88,2.94,11.18,240.13,17.72,0,22,0,0,1,0,9.482758620689657,2.9000000000000004,0.6135957066189625
1337,18,7.25,1.9,5.75,97.83,3.86,10.12,230.28,16.67,0,24,1,0,0,0,12.63157894736842,2.25,0.716403162055336
1338,21,3.27,3.68,8.02,77.31,3.66,7.03,267.99,6.87,1,69,0,0,1,0,18.75,0.0,0.465149359886202
1339,18,6.77,8.18,7.23,74.83,3.22,8.58,229.62,13.14,0,75,0,0,0,0,9.168704156479215,0.7699999999999996,0.789044289044289
1340,22,1.26,4.28,7.93,96.28,2.05,6.15,302.52,3.56,1,90,1,0,1,0,21.02803738317757,0.0700000000000002,0.2048780487804878
1341,24,0.17,2.44,6.92,64.73,4.59,5.72,313.21,3.83,1,59,0,0,1,0,24.18032786885246,1.08,0.0297202797202797
1342,17,6.28,4.64,5.29,61.57,1.64,8.85,234.9,10.68,0,36,1,0,0,0,7.758620689655173,2.71,0.7096045197740114
1343,20,0.6,6.0,5.14,87.4,3.75,5.57,305.93,2.89,1,86,0,0,1,0,14.333333333333334,2.8600000000000003,0.1077199281867145
1344,21,7.91,1.27,4.05,75.4,4.63,9.37,229.69,13.87,0,0,1,0,0,0,0.0,3.95,0.8441835645677696
1345,19,5.4,6.65,7.9,90.58,0.64,7.63,263.97,12.93,0,84,0,0,1,0,12.63157894736842,0.0999999999999996,0.7077326343381389
1346,19,6.03,4.56,8.24,62.74,4.74,9.34,235.98,11.73,0,47,1,0,0,0,10.30701754385965,0.0,0.645610278372591
1347,19,1.97,1.09,7.84,75.35,3.88,4.9,287.56,9.32,1,61,0,0,1,0,55.96330275229357,0.1600000000000001,0.4020408163265306
1348,17,5.39,7.07,4.37,69.41,3.08,9.49,257.47,14.92,2,72,1,0,1,0,10.183875530410184,3.63,0.5679662802950474
1349,19,0.35,7.41,7.81,89.58,1.87,4.16,314.17,2.43,1,100,0,1,0,0,13.49527665317139,0.1900000000000004,0.0841346153846153
1350,16,6.7,6.66,4.23,69.09,4.52,8.14,235.94,14.95,0,45,0,0,1,0,6.756756756756757,3.77,0.8230958230958231
1351,21,1.36,4.08,4.53,78.32,0.22,3.02,312.9,4.49,1,69,1,0,0,0,16.91176470588235,3.47,0.4503311258278146
1352,16,5.58,5.77,6.2,92.76,2.16,6.84,254.89,9.87,0,61,0,0,0,0,10.571923743500868,1.7999999999999998,0.8157894736842105
1353,21,1.8,4.48,6.38,96.62,3.78,7.56,282.17,8.96,1,88,0,1,1,0,19.642857142857142,1.62,0.2380952380952381
1354,16,0.55,7.31,8.08,88.9,4.06,4.78,305.41,3.02,1,100,1,0,0,1,13.679890560875512,0.0,0.1150627615062761
1355,21,3.85,6.25,7.4,77.17,1.01,9.13,257.19,8.8,1,81,1,0,1,0,12.96,0.5999999999999996,0.4216867469879518
1356,23,1.35,1.74,4.77,82.88,0.24,5.06,302.01,5.64,1,64,0,0,1,0,36.7816091954023,3.2300000000000004,0.266798418972332
1357,17,5.84,6.79,5.13,87.59,4.01,7.81,236.64,10.42,0,62,1,0,1,0,9.131075110456552,2.87,0.7477592829705506
1358,17,1.9,7.19,5.43,95.0,2.11,6.03,279.59,7.18,2,91,1,0,0,1,12.656467315716272,2.5700000000000003,0.3150912106135986
1359,19,2.74,4.34,4.62,95.54,0.72,6.27,266.57,7.93,1,66,1,0,0,0,15.207373271889402,3.38,0.4370015948963318
1360,18,4.54,8.88,5.44,97.24,0.43,7.58,285.36,9.3,2,85,1,0,1,0,9.572072072072071,2.56,0.5989445910290238
1361,19,2.28,8.59,7.64,92.43,3.2,5.14,278.99,7.9,1,100,1,0,1,0,11.641443538998836,0.3600000000000003,0.4435797665369649
1362,22,3.02,2.58,5.21,65.87,2.91,7.27,280.6,9.58,1,44,1,0,0,1,17.05426356589147,2.79,0.4154057771664374
1363,16,6.52,9.14,8.18,89.91,4.27,10.61,242.35,14.44,0,97,0,0,1,0,10.61269146608315,0.0,0.6145146088595664
1364,21,1.43,4.97,6.35,92.58,0.16,3.19,304.03,4.82,1,88,0,0,0,0,17.706237424547286,1.6500000000000004,0.4482758620689655
1365,18,0.66,7.51,5.61,95.11,4.34,5.74,318.29,1.2,2,91,1,0,0,1,12.11717709720373,2.39,0.1149825783972125
1366,22,2.63,8.33,6.06,96.99,4.44,6.81,287.93,8.33,1,96,0,0,0,0,11.524609843937576,1.9400000000000004,0.3861967694566813
1367,17,3.4,5.55,7.55,80.37,2.23,7.08,274.66,5.72,1,83,0,0,0,1,14.954954954954957,0.4500000000000002,0.4802259887005649
1368,17,4.34,4.59,6.58,86.2,0.38,9.08,270.12,11.31,1,67,0,0,1,0,14.596949891067538,1.42,0.4779735682819383
1369,19,2.98,9.24,4.04,60.38,4.73,4.75,286.33,8.22,2,86,1,0,0,0,9.307359307359308,3.96,0.6273684210526316
1370,16,6.32,3.08,8.61,82.91,0.36,11.92,244.67,16.12,0,42,1,0,0,0,13.636363636363637,0.0,0.5302013422818792
1371,18,0.31,3.31,4.33,78.93,2.95,2.66,322.69,4.9,1,62,0,0,0,0,18.731117824773413,3.67,0.1165413533834586
1372,24,3.45,4.25,8.69,98.49,2.47,5.76,272.34,6.47,1,68,0,0,1,0,16.0,0.0,0.5989583333333334
1373,22,3.06,8.74,4.14,96.07,4.18,8.13,281.27,9.47,2,90,0,0,0,1,10.297482837528603,3.86,0.3763837638376383
1374,22,5.18,9.45,7.85,91.9,2.51,7.85,244.58,7.43,0,100,0,0,0,1,10.582010582010582,0.1500000000000003,0.6598726114649681
1375,19,7.73,2.98,6.67,62.28,2.35,12.88,224.79,17.01,0,12,1,0,1,0,4.026845637583893,1.33,0.6001552795031055
1376,17,4.08,8.77,6.53,76.08,4.4,6.72,264.66,8.87,1,83,0,0,1,0,9.464082098061574,1.4699999999999998,0.6071428571428572
1377,19,7.9,3.32,4.36,87.84,4.82,11.65,235.75,20.81,0,34,1,0,0,0,10.240963855421688,3.64,0.6781115879828327
1378,21,2.42,9.74,5.19,61.19,2.75,4.57,276.34,5.87,2,93,1,0,1,0,9.548254620123204,2.81,0.5295404814004376
1379,18,0.25,6.38,7.89,69.43,2.27,4.91,312.25,4.66,1,91,0,0,1,0,14.26332288401254,0.1100000000000003,0.0509164969450101
1380,16,1.33,1.06,8.46,95.5,4.16,3.16,298.8,1.77,1,73,1,0,1,0,68.86792452830188,0.0,0.4208860759493671
1381,23,3.16,1.31,6.65,65.19,4.16,8.66,288.79,8.4,1,48,1,0,1,0,36.6412213740458,1.3499999999999996,0.3648960739030023
1382,20,2.53,2.33,5.77,62.05,1.6,5.39,276.88,4.82,1,55,0,0,1,0,23.605150214592275,2.2300000000000004,0.4693877551020408
1383,20,0.78,2.69,4.3,83.22,2.88,4.14,310.68,1.25,1,55,1,0,0,0,20.44609665427509,3.7,0.1884057971014493
1384,19,3.46,7.91,7.41,97.86,0.77,4.58,279.27,5.63,1,97,0,1,0,0,12.262958280657395,0.5899999999999999,0.7554585152838428
1385,21,2.7,3.0,5.39,93.38,3.18,8.58,296.84,7.11,1,61,0,1,0,1,20.33333333333333,2.6100000000000003,0.3146853146853147
1386,18,0.98,9.72,4.28,98.99,4.17,6.05,299.69,8.58,2,100,0,0,1,0,10.288065843621398,3.72,0.1619834710743801
1387,24,2.37,6.73,7.33,90.14,0.94,5.61,278.49,6.24,1,89,1,0,0,0,13.224368499257055,0.6699999999999999,0.4224598930481283
1388,20,7.09,7.23,6.43,77.49,1.62,12.69,239.67,14.27,0,72,1,0,1,0,9.95850622406639,1.5700000000000005,0.5587076438140268
1389,18,2.42,2.96,4.06,97.86,2.24,8.08,277.01,6.62,1,57,1,0,1,0,19.25675675675676,3.94,0.2995049504950495
1390,16,5.71,9.03,4.55,77.07,4.23,9.38,246.25,15.29,2,69,1,0,1,0,7.641196013289037,3.45,0.6087420042643923
1391,21,4.9,7.01,7.5,74.0,3.66,7.07,258.81,9.48,1,58,1,0,0,1,8.273894436519258,0.5,0.6930693069306931
1392,17,3.42,8.78,4.32,77.93,1.58,6.86,285.12,11.54,2,85,0,1,0,0,9.681093394077449,3.68,0.4985422740524781
1393,18,1.91,9.61,8.33,92.56,1.22,4.53,281.66,7.19,1,100,1,0,0,0,10.40582726326743,0.0,0.4216335540838851
1394,16,2.95,2.13,5.56,96.71,3.48,6.19,281.64,7.13,1,63,0,0,0,1,29.5774647887324,2.4400000000000004,0.4765751211631664
1395,24,4.74,1.87,4.44,74.31,2.4,10.3,263.38,10.95,1,33,1,0,0,1,17.64705882352941,3.56,0.4601941747572815
1396,23,2.81,8.23,7.8,78.49,2.97,5.22,277.67,4.92,1,100,0,0,1,0,12.15066828675577,0.2000000000000001,0.5383141762452107
1397,17,1.72,8.8,6.62,95.93,3.24,6.91,295.78,6.42,1,100,0,0,0,1,11.363636363636363,1.38,0.2489146164978292
1398,23,0.93,6.25,5.53,61.88,2.79,6.61,317.73,5.53,1,75,1,0,0,0,12.0,2.47,0.1406959152798789
1399,24,7.04,4.29,6.03,91.35,3.07,12.07,230.45,19.28,0,44,1,0,1,0,10.256410256410255,1.97,0.5832642916321458
1400,16,3.52,6.87,4.11,78.17,4.44,7.16,274.12,9.57,1,65,0,0,1,0,9.461426491994178,3.89,0.4916201117318435
1401,20,5.0,3.75,7.31,75.06,4.34,8.82,268.86,11.21,1,56,0,0,1,0,14.933333333333334,0.6900000000000004,0.5668934240362812
1402,23,3.92,3.15,5.83,77.88,0.75,9.02,270.78,13.14,1,54,0,0,0,1,17.142857142857142,2.17,0.434589800443459
1403,17,6.98,5.39,7.57,76.75,2.93,8.2,249.62,16.21,0,50,1,0,0,1,9.27643784786642,0.4299999999999997,0.851219512195122
1404,19,4.38,2.95,7.14,90.26,2.2,9.06,251.06,9.72,1,56,1,0,0,1,18.983050847457623,0.8600000000000003,0.4834437086092715
1405,22,3.85,5.35,7.26,97.12,1.43,7.49,271.07,9.35,1,70,0,0,0,0,13.08411214953271,0.7400000000000002,0.514018691588785
1407,20,5.76,8.56,7.16,93.31,2.55,10.59,243.69,14.54,0,77,1,0,0,1,8.995327102803738,0.8399999999999999,0.5439093484419263
1408,23,0.89,9.47,6.09,89.28,3.87,3.22,306.98,0.93,1,100,0,0,0,0,10.559662090813092,1.91,0.2763975155279503
1409,18,1.42,8.26,5.95,73.23,0.47,6.9,315.59,5.93,2,100,1,0,0,0,12.106537530266344,2.05,0.2057971014492753
1410,19,6.3,4.19,4.6,83.49,1.51,10.74,236.65,13.47,0,47,1,0,1,0,11.217183770883054,3.4000000000000004,0.5865921787709497
1411,24,6.69,8.31,7.9,86.67,0.13,10.74,244.55,15.53,0,88,1,0,0,1,10.589651022864018,0.0999999999999996,0.6229050279329609
1412,22,4.36,9.31,7.81,60.94,3.73,7.98,275.15,7.93,1,85,1,0,0,0,9.129967776584316,0.1900000000000004,0.5463659147869674
1413,16,4.44,9.52,5.23,75.84,4.56,6.5,267.49,8.13,2,82,0,0,1,0,8.61344537815126,2.77,0.6830769230769231
1414,19,5.06,7.15,8.31,99.71,2.94,9.14,259.68,16.36,0,88,1,0,0,0,12.307692307692308,0.0,0.5536105032822757
1415,19,3.51,2.9,6.95,85.49,3.08,8.13,267.63,8.48,1,57,1,0,1,0,19.655172413793103,1.0499999999999998,0.4317343173431733
1416,24,5.44,1.36,6.39,73.37,0.23,6.5,262.03,13.64,0,35,0,0,0,0,25.735294117647054,1.6100000000000003,0.836923076923077
1417,21,0.87,2.32,4.09,70.0,2.52,3.7,297.02,2.9,1,47,0,0,1,0,20.25862068965517,3.91,0.2351351351351351
1418,24,7.69,9.69,5.91,68.38,2.63,12.85,231.63,15.55,2,81,0,0,0,0,8.359133126934985,2.09,0.5984435797665371
1419,21,6.0,5.16,7.2,76.07,0.19,10.16,242.82,11.92,0,54,0,0,1,0,10.465116279069766,0.7999999999999998,0.5905511811023622
1420,21,5.05,8.69,4.45,67.73,3.91,9.13,255.45,10.55,2,74,1,0,1,0,8.51553509781358,3.55,0.5531215772179627
1421,20,2.53,5.19,6.3,65.41,1.39,4.67,287.63,10.42,1,67,0,0,1,0,12.909441233140656,1.7000000000000002,0.5417558886509636
1422,20,1.29,6.95,8.97,74.56,3.62,5.45,309.51,4.2,1,100,0,0,1,0,14.388489208633093,0.0,0.236697247706422
1423,17,3.27,1.22,7.58,84.28,2.01,8.2,296.38,9.37,1,56,0,0,0,0,45.90163934426229,0.4199999999999999,0.398780487804878
1424,23,5.29,3.25,6.73,65.86,4.98,8.3,257.63,13.45,0,46,1,0,1,0,14.153846153846152,1.2699999999999996,0.6373493975903614
1425,23,5.07,4.93,6.67,61.77,1.06,6.98,251.96,12.1,0,50,1,0,0,1,10.141987829614605,1.33,0.7263610315186246
1426,16,3.06,6.68,4.22,61.39,0.29,4.45,268.88,8.54,1,62,0,0,0,1,9.281437125748504,3.78,0.6876404494382022
1427,23,4.91,2.54,8.79,70.7,4.9,8.44,272.68,10.53,1,65,1,0,1,0,25.590551181102363,0.0,0.5817535545023698
1428,20,6.51,7.88,8.64,67.61,1.22,10.93,243.63,12.86,0,79,0,0,1,0,10.0253807106599,0.0,0.595608417200366
1429,17,0.21,4.28,7.41,81.57,3.18,2.02,315.16,-0.56,1,79,0,0,1,0,18.457943925233643,0.5899999999999999,0.1039603960396039
1430,17,3.6,8.36,4.5,78.23,1.87,6.71,277.39,5.69,2,75,0,0,0,1,8.971291866028709,3.5,0.5365126676602087
1431,21,6.07,1.88,5.04,72.99,3.2,9.91,254.83,13.02,0,14,0,0,0,0,7.446808510638299,2.96,0.6125126135216953
1432,24,4.37,7.12,4.92,93.34,2.98,6.15,263.46,2.18,2,71,0,0,0,0,9.97191011235955,3.08,0.7105691056910569
1433,16,5.21,3.64,6.6,80.2,3.54,7.56,250.82,13.04,0,52,1,0,0,0,14.285714285714285,1.4000000000000004,0.6891534391534392
1434,21,4.13,8.16,5.04,63.66,0.09,8.17,257.34,11.42,2,67,0,0,0,1,8.21078431372549,2.96,0.5055079559363524
1435,24,7.93,4.62,7.48,71.83,4.18,12.56,214.05,16.22,0,31,0,0,0,0,6.7099567099567095,0.5199999999999996,0.6313694267515924
1436,23,0.44,6.99,6.73,98.93,2.39,4.62,311.27,0.22,1,100,1,0,1,0,14.30615164520744,1.2699999999999996,0.0952380952380952
1437,21,3.93,9.41,4.09,99.08,2.59,8.5,283.59,13.2,2,91,1,0,0,1,9.67056323060574,3.91,0.4623529411764706
1438,18,0.73,1.19,7.72,70.19,2.06,4.64,306.16,5.35,1,52,1,0,1,0,43.69747899159664,0.2800000000000002,0.1573275862068965
1439,23,1.28,1.1,4.94,66.69,4.95,6.46,307.25,4.64,1,58,0,0,1,0,52.72727272727272,3.06,0.1981424148606811
1440,24,3.06,7.93,8.12,79.83,4.01,8.19,294.53,7.33,1,94,1,0,0,0,11.853720050441362,0.0,0.3736263736263736
1441,16,1.24,6.82,5.78,79.26,1.56,6.22,308.94,5.05,1,90,0,0,1,0,13.19648093841642,2.22,0.1993569131832797
1442,24,7.71,3.64,5.69,76.41,3.92,11.59,247.22,14.48,0,21,1,0,0,0,5.769230769230769,2.31,0.6652286453839517
1443,21,7.57,5.45,4.06,81.17,2.18,13.54,229.84,18.71,0,30,1,0,0,1,5.504587155963303,3.94,0.5590841949778435
1444,21,2.69,1.38,8.94,69.29,4.35,3.89,286.15,3.58,1,66,0,0,1,0,47.82608695652174,0.0,0.6915167095115681
1445,19,5.12,2.73,7.06,64.6,0.15,7.1,254.74,6.45,0,35,1,0,1,0,12.82051282051282,0.9400000000000004,0.7211267605633803
1446,16,4.27,4.82,6.11,82.82,1.78,9.31,288.68,9.43,1,62,0,0,1,0,12.863070539419086,1.89,0.4586466165413533
1447,23,6.52,8.51,4.48,97.3,2.15,11.65,253.95,13.57,2,69,0,0,0,0,8.108108108108109,3.52,0.559656652360515
1448,17,5.02,5.32,7.5,65.51,3.72,10.11,245.17,16.2,0,50,0,0,0,1,9.398496240601505,0.5,0.496538081107814
1449,16,0.0,6.28,5.41,88.19,0.91,5.36,341.1,6.03,1,78,1,0,0,1,12.420382165605096,2.59,0.0
1450,17,6.11,8.86,8.94,77.52,1.43,9.22,251.66,11.54,0,90,0,0,1,0,10.15801354401806,0.0,0.6626898047722343
1451,16,5.97,3.78,8.75,71.76,3.62,11.63,249.65,14.57,0,41,0,0,1,0,10.846560846560848,0.0,0.5133276010318142
1452,16,4.08,7.31,7.68,94.12,0.38,6.13,276.22,7.87,1,80,0,0,1,0,10.943912448700411,0.3200000000000003,0.6655791190864601
1454,16,7.27,2.82,4.53,83.33,3.77,11.05,234.73,12.79,0,24,0,0,1,0,8.51063829787234,3.47,0.657918552036199
1455,19,4.19,4.21,5.4,77.72,4.38,6.01,266.63,10.22,1,53,0,0,0,1,12.589073634204276,2.6,0.697171381031614
1456,21,4.86,9.82,5.27,63.25,3.64,9.54,258.08,14.62,2,80,0,0,0,1,8.146639511201629,2.7300000000000004,0.509433962264151
1457,22,7.97,9.85,4.36,83.8,2.64,10.45,233.95,16.09,2,56,1,0,1,0,5.685279187817259,3.64,0.7626794258373206
1458,17,2.39,3.01,8.86,76.75,0.5,4.49,288.68,5.88,1,63,1,0,0,1,20.930232558139537,0.0,0.532293986636971
1459,21,2.6,1.6,4.3,63.47,4.14,4.46,289.8,8.24,1,37,1,0,0,0,23.125,3.7,0.5829596412556054
1460,22,1.46,3.44,8.28,83.83,0.62,2.61,305.76,1.28,1,84,1,0,1,0,24.41860465116279,0.0,0.5593869731800767
1461,17,7.17,4.58,7.84,60.39,1.93,11.99,243.4,18.02,0,36,1,0,0,1,7.860262008733624,0.1600000000000001,0.5979983319432861
1462,17,5.96,4.97,5.88,68.34,0.25,9.39,261.16,10.54,0,49,1,0,0,0,9.859154929577466,2.12,0.6347177848775293
1463,22,0.85,6.57,4.09,91.24,3.55,6.74,309.95,1.45,1,90,0,0,1,0,13.6986301369863,3.91,0.1261127596439169
1464,16,7.85,9.1,4.03,61.52,2.52,11.05,222.02,19.0,2,53,1,0,1,0,5.824175824175825,3.97,0.7104072398190044
1465,23,5.85,3.97,5.02,85.87,4.54,11.07,268.84,12.38,0,35,0,0,1,0,8.816120906801007,2.9800000000000004,0.5284552845528455
1466,18,6.8,8.65,6.47,97.99,0.69,12.64,212.6,16.88,0,78,1,0,0,0,9.017341040462428,1.5300000000000002,0.5379746835443038
1467,21,0.39,1.84,6.29,66.85,4.1,1.5,323.99,-1.02,1,63,1,0,1,0,34.23913043478261,1.71,0.26
1468,24,4.04,1.38,6.93,76.68,2.55,5.57,270.08,9.41,1,40,1,0,1,0,28.98550724637681,1.0700000000000005,0.7253141831238779
1469,21,5.59,5.54,7.86,83.02,1.83,8.33,258.63,9.23,0,60,1,0,1,0,10.830324909747292,0.1399999999999996,0.6710684273709484
1470,24,4.34,1.54,5.89,78.02,3.22,9.69,268.33,13.95,1,44,0,0,1,0,28.57142857142857,2.1100000000000003,0.4478844169246646
1471,22,5.33,4.53,4.8,84.82,3.95,10.52,268.85,14.88,0,49,0,0,1,0,10.816777041942604,3.2,0.5066539923954373
1472,24,6.54,9.07,8.0,76.16,2.2,9.37,245.71,13.29,0,90,1,0,0,1,9.92282249173098,0.0,0.6979722518676628
1473,17,2.99,3.17,5.66,65.94,1.16,4.99,269.91,3.25,1,48,1,0,1,0,15.141955835962143,2.34,0.5991983967935872
1474,23,6.79,7.35,5.43,63.56,4.58,11.8,223.86,15.68,2,60,1,0,0,0,8.16326530612245,2.5700000000000003,0.5754237288135593
1475,23,1.3,3.72,7.82,89.78,1.56,5.28,302.25,3.87,1,98,0,0,0,0,26.344086021505376,0.1799999999999997,0.2462121212121212
1476,17,2.17,1.4,8.67,69.54,4.99,3.33,300.04,3.83,1,55,0,0,0,1,39.285714285714285,0.0,0.6516516516516516
1477,19,0.35,6.01,8.57,93.9,3.84,5.37,328.87,5.31,1,99,0,0,0,0,16.472545757071547,0.0,0.0651769087523277
1478,22,2.92,8.51,4.69,89.72,3.44,8.7,278.27,11.16,2,92,0,0,0,1,10.81081081081081,3.31,0.335632183908046
1479,19,3.04,4.69,6.52,61.98,0.06,4.25,261.41,7.54,1,56,0,0,0,1,11.940298507462686,1.4800000000000004,0.7152941176470589
1480,19,6.44,6.56,4.46,68.05,2.24,8.87,247.03,17.08,0,56,1,0,1,0,8.536585365853659,3.54,0.7260428410372042
1481,21,5.23,9.1,8.8,71.68,2.51,10.33,257.66,7.4,0,93,1,0,1,0,10.21978021978022,0.0,0.5062923523717329
1482,21,3.49,8.11,5.08,83.78,1.88,7.41,279.55,8.33,2,75,0,0,1,0,9.247842170160297,2.92,0.4709851551956815
1483,18,5.22,2.74,4.99,92.39,0.75,11.17,246.35,12.71,0,38,0,0,1,0,13.86861313868613,3.01,0.4673231871083259
1484,24,0.42,7.6,8.44,62.41,1.84,6.0,326.89,5.31,1,98,0,0,0,0,12.894736842105264,0.0,0.0699999999999999
1485,17,1.44,5.52,8.84,69.98,0.37,3.33,294.56,3.19,1,92,0,0,1,0,16.666666666666668,0.0,0.4324324324324324
1486,21,5.02,7.71,7.49,75.05,1.45,9.39,262.84,13.34,0,81,1,0,1,0,10.505836575875486,0.5099999999999998,0.5346112886048987
1487,22,5.13,5.45,4.61,67.34,0.42,9.4,261.2,11.43,0,47,0,0,0,0,8.623853211009173,3.39,0.5457446808510638
